name,cam_id,Cx_ecef,Cy_ecef,Cz_ecef,lat,lon,alt,qw,qx,qy,qz,tx,ty,tz
0126.jpg,1,3941638.676554,510032.281799,4971957.461865,51.54929610,7.37287804,233.172,-0.352747491,-0.871470843,0.060016090,0.335418911,23532.452419,4581153.157290,4419218.410614
0127.jpg,1,3941641.080897,510022.571861,4971956.532048,51.54928289,7.37273477,233.152,-0.355169105,-0.869928469,0.054899232,0.337735754,23158.835012,4588406.757817,4411688.597824
0128.jpg,1,3941643.019153,510007.106581,4971956.590458,51.54928366,7.37251008,233.159,-0.355058651,-0.871629854,0.057494691,0.333000170,-21652.547844,4592242.209452,4407703.703007
0129.jpg,1,3941645.964885,509984.026675,4971956.590495,51.54928394,7.37217467,233.134,-0.354931203,-0.872695628,0.057266593,0.330373607,-54882.340662,4588483.050372,4411328.618779
0130.jpg,1,3941649.537120,509956.043963,4971956.568800,51.54928415,7.37176800,233.087,-0.355220350,-0.872934294,0.056011871,0.329646617,-70515.532207,4586468.729413,4413200.711063
0131.jpg,1,3941653.561595,509924.613640,4971956.639826,51.54928484,7.37131121,233.117,-0.356083829,-0.872569137,0.053126720,0.330158991,-79882.452787,4585205.494356,4414353.645530
0132.jpg,1,3941657.711829,509892.399036,4971956.685315,51.54928522,7.37084297,233.142,-0.357566812,-0.871764740,0.047679529,0.331509994,-92555.035876,4581809.961208,4417630.598089
0133.jpg,1,3941660.637147,509869.477489,4971956.676637,51.54928545,7.37050986,233.111,-0.357400778,-0.872109609,0.044207647,0.331263034,-112706.261277,4568710.594100,4430709.814791
0134.jpg,1,3941663.064868,509852.492563,4971956.449310,51.54928256,7.37026254,233.075,-0.354904015,-0.872929705,0.045971316,0.331547143,-97325.562596,4552349.678226,4447881.333508
0135.jpg,1,3941670.186214,509845.991361,4971951.520888,51.54921118,7.37015642,233.089,-0.350918876,-0.873782502,0.050820126,0.332832384,-52577.205980,4533330.718710,4468014.878004
0136.jpg,1,3941678.509088,509846.769209,4971944.923096,51.54911550,7.37015215,233.117,-0.350398811,-0.873034140,0.051911721,0.335167475,-17796.237735,4533941.990352,4467668.613205
0137.jpg,1,3941691.225644,509848.317947,4971934.837359,51.54896897,7.37015078,233.184,-0.351580268,-0.872878124,0.049362302,0.334721465,-37418.935877,4536064.552335,4465392.396292
0138.jpg,1,3941703.429233,509850.472419,4971924.938239,51.54882651,7.37015901,233.129,-0.356667791,-0.867971122,0.032396420,0.344041699,-12451.558220,4535657.936775,4465944.811460
0139.jpg,1,3941707.082235,509858.367417,4971921.304584,51.54877357,7.37026513,233.166,-0.354703119,-0.868950933,0.038563279,0.342961873,6859.818913,4536604.184368,4464995.761835
0140.jpg,1,3941705.780716,509868.903533,4971921.161522,51.54877235,7.37041817,233.092,-0.352826039,-0.871080704,0.042947592,0.338950877,-18625.532718,4530138.559783,4471521.946230
0141.jpg,1,3941703.442192,509886.831260,4971921.118433,51.54877224,7.37067879,233.046,-0.353513707,-0.871681834,0.037636998,0.337316315,-65574.185499,4517665.109353,4483682.883606
0142.jpg,1,3941700.242836,509912.130731,4971921.111825,51.54877169,7.37104641,233.087,-0.354223314,-0.871875204,0.032922589,0.336564371,-98560.851624,4507842.167149,4492956.207471
0143.jpg,1,3941696.551165,509941.236086,4971921.061398,51.54877090,7.37146934,233.092,-0.353919973,-0.872411449,0.031202762,0.335656526,-117557.065955,4498462.303963,4501891.607154
0144.jpg,1,3941692.543248,509972.384166,4971921.049458,51.54877068,7.37192206,233.097,-0.354074572,-0.872504885,0.029183852,0.335432147,-130168.611130,4492890.031004,4507106.184919
0145.jpg,1,3941688.920474,510000.906260,4971921.209122,51.54877110,7.37233653,233.263,-0.352225514,-0.874480091,0.037292959,0.331407593,-138250.468952,4499305.735352,4500460.830577
0146.jpg,1,3941686.013567,510023.393776,4971921.139885,51.54877069,7.37266340,233.211,-0.353522312,-0.874422834,0.040709721,0.329771740,-143401.203547,4520959.188318,4478546.240173
0147.jpg,1,3941685.405843,510039.202019,4971919.977531,51.54875416,7.37289053,233.187,-0.356233097,-0.871565698,0.040586353,0.334400901,-90656.703344,4549286.543242,4451155.512765
0148.jpg,1,3941690.351311,510043.897815,4971915.607711,51.54869097,7.37294851,233.190,-0.355858093,-0.870824175,0.047276695,0.335849950,-39253.868471,4568928.330764,4431745.192999
0149.jpg,1,3941698.771320,510045.033223,4971908.826606,51.54859327,7.37294917,233.162,-0.355208340,-0.870780535,0.050965558,0.336111303,-16779.405125,4575115.305543,4425500.074837
